school_code,county,pub_priv,district,city,school_name,enrollment,utd_num,utd_per,cond_num,cond_per,pme_num,pme_per,pbe_num,pbe_per,p,q,r,s,t,u,v,w,x,y,z,aa,ab,ac,ad,ae,af,herd,field34,field35,field36,field37,field38,field39,field40,field41,field42,field43,CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpdate,school_code
0124792,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ASPIRE JUANITA TATE ACADEMY CHARTER,53,53,100,0,0,0,0,0,0,0,0,0,0,0,0,53,100,53,100,53,100,53,100,53,100,Y,No,,,,,,,,,,,19647330124792,0622710,12967,Active,Los Angeles,Los Angeles Unified,Aspire Juanita Tate Academy Charter,123 West 59th Street,123 West 59th St.,Los Angeles,90003-1103,CA,"1001 22nd Avenue, Ste 100","1001 22nd Ave., Ste 100",Oakland,94606,CA,(323) 235-8400,,,8/22/2011,,Y,1331,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,33.986959,-118.27482,Ana,Martinez,ana.martinez@aspirepublicschools.org,,,,,,,3/3/2016,0124792
0114884,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,ASPIRE JUNIOR COLLEGIATE ACADEMY,44,44,100,0,0,0,0,0,0,0,0,0,0,0,0,44,100,44,100,44,100,44,100,44,100,Y,No,,,,,,,,,,,19647330114884,0622710,12077,Active,Los Angeles,Los Angeles Unified,Aspire Junior Collegiate Academy,6724 South Alameda Street,6724 South Alameda St.,Huntington Park,90255-4139,CA,"1001 22nd Avenue, Suite 100","1001 22nd Ave., Ste. 100",Oakland,94606,CA,(323) 583-5421,,,8/14/2007,,Y,1551,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,33.977946,-118.23499,Rachel,Garfield,rachel.garfield@aspirepublicschools.org,,,,,,,4/21/2016,0114884
0124784,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ASPIRE SLAUSON ACADEMY CHARTER,54,54,100,0,0,0,0,0,0,0,0,0,0,0,0,54,100,54,100,54,100,54,100,54,100,Y,No,,,,,,,,,,,19647330124784,0622710,12950,Active,Los Angeles,Los Angeles Unified,Aspire Slauson Academy Charter,123 West 59th Street,123 West 59th St.,Los Angeles,90003-1103,CA,"1001 22nd Avenue, Ste 100","1001 22nd Ave., Ste 100",Oakland,94606,CA,(323) 235-8400,,,8/22/2011,,Y,1330,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,33.986959,-118.27482,Paul,Delgado,paul.delgado@aspirepublicschool.com,,,,,,,3/3/2016,0124784
0120477,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,ASPIRE TITAN ACADEMY,52,51,98,0,0,0,0,1,2,1,2,0,0,0,0,51,98,51,98,51,98,51,98,51,98,Y,Yes,,,,,,,,,,,19647330120477,0622710,12447,Active,Los Angeles,Los Angeles Unified,Aspire Titan Academy,6720 South Alameda Street,6720 South Alameda St.,Huntington Park,90255-3617,CA,"1001 22nd Avenue, Suite 100","1001 22nd Ave., Ste. 100",Oakland,94606,CA,(323) 583-5421,,,9/14/2009,,Y,1550,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,33.978062,-118.23430,Kim,Benaraw,kim.benaraw@aspirepublicschools.org,,,,,,,3/3/2016,0120477
6015895,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ATWATER AVENUE ELEMENTARY,46,41,89,5,11,0,0,0,0,0,0,0,0,0,0,42,91,45,98,43,93,45,98,46,100,Y,No,,,,,,,,,,,19647336015895,0622710,02828,Active,Los Angeles,Los Angeles Unified,Atwater Avenue Elementary,3271 Silver Lake Boulevard,3271 Silver Lake Blvd.,Los Angeles,90039-2253,CA,3271 Silver Lake Boulevard,3271 Silver Lake Blvd.,Los Angeles,90039-2253,CA,(323) 665-5941,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,34.114364,-118.25383,Jorge,Rios,jrios2@lausd.net,,,,,,,3/3/2016,6015895
0109348,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,AURORA ELEMENTARY,95,95,100,0,0,0,0,0,0,0,0,0,0,0,0,95,100,95,100,95,100,95,100,95,100,Y,No,,,,,,,,,,,19647330109348,0622710,11622,Active,Los Angeles,Los Angeles Unified,Aurora Elementary,1050 East 52nd Place,1050 East 52nd Pl.,Los Angeles,90011-4616,CA,1050 East 52nd Place,1050 East 52nd Pl.,Los Angeles,90011-4616,CA,(323) 238-1500,,,7/5/2005,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,33.995045,-118.25710,Eva,Rodriguez Chavez,emr9387@lausd.net,,,,,,,6/18/2015,0109348
6015903,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,AVALON GARDENS ELEMENTARY,31,12,39,18,58,0,0,1,3,0,0,1,3,0,0,27,87,27,87,25,81,27,87,26,84,Y,Yes,,,,,,,,,,,19647336015903,0622710,02831,Active,Los Angeles,Los Angeles Unified,Avalon Gardens Elementary,13940 South San Pedro Street,13940 South San Pedro St.,Los Angeles,90061-2624,CA,13940 South San Pedro Street,13940 South San Pedro St.,Los Angeles,90061-2624,CA,(310) 532-8540,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,33.905563,-118.26957,Marianne,Teola,mjt5791@lausd.net,,,,,,,3/3/2016,6015903
6015929,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BALDWIN HILLS ELEMENTARY,58,50,86,8,14,0,0,0,0,0,0,0,0,0,0,50,86,50,86,50,86,50,86,50,86,Y,No,,,,,,,,,,,19647336015929,0622710,02834,Active,Los Angeles,Los Angeles Unified,Baldwin Hills Elementary,5421 Rodeo Road,5421 Rodeo Rd.,Los Angeles,90016-5122,CA,5421 Rodeo Road,5421 Rodeo Rd.,Los Angeles,90016-5122,CA,(323) 937-7223,,,7/1/1980,,N,0234,Locally funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,34.021609,-118.36492,Letitia,Johnson-Davis,letitia.a.johnson@lausd.net,,,,,,,3/3/2016,6015929
6015945,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,BANDINI STREET ELEMENTARY,58,29,50,29,50,0,0,0,0,0,0,0,0,0,0,38,66,36,62,38,66,48,83,47,81,Y,No,,,,,,,,,,,19647336015945,0622710,02837,Active,Los Angeles,Los Angeles Unified,Bandini Street Elementary,425 North Bandini Street,425 North Bandini St.,San Pedro,90731-1804,CA,425 North Bandini Street,425 North Bandini St.,San Pedro,90731-1804,CA,(310) 832-4593,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,33.746513,-118.29890,Robert,Fenton,rfenton@lausd.net,,,,,,,6/18/2015,6015945
6015952,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,BARTON HILL ELEMENTARY,139,119,86,20,14,0,0,0,0,0,0,0,0,0,0,119,86,125,90,125,90,135,97,134,96,Y,No,,,,,,,,,,,19647336015952,0622710,02839,Active,Los Angeles,Los Angeles Unified,Barton Hill Elementary,423 North Pacific Avenue,423 North Pacific Ave.,San Pedro,90731-2019,CA,423 North Pacific Avenue,423 North Pacific Ave.,San Pedro,90731-2019,CA,(310) 547-2471,,,8/1/1990,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,33.746456,-118.28793,Ron,Tanimura,rht0055@lausd.net,,,,,,,3/3/2016,6015952
6015960,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,BASSETT STREET ELEMENTARY,140,136,97,4,3,0,0,0,0,0,0,0,0,0,0,137,98,137,98,136,97,140,100,140,100,Y,No,,,,,,,,,,,19647336015960,0622710,02840,Active,Los Angeles,Los Angeles Unified,Bassett Street Elementary,15756 Bassett Street,15756 Bassett St.,Van Nuys,91406-5007,CA,15756 Bassett Street,15756 Bassett St.,Van Nuys,91406-5007,CA,(818) 782-1340,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,34.195669,-118.47659,Margaret,Nelson,mnelson@lausd.net,,,,,,,3/21/2016,6015960
6015978,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,ARLETA,BEACHY AVENUE ELEMENTARY,102,102,100,0,0,0,0,0,0,0,0,0,0,0,0,102,100,102,100,102,100,102,100,102,100,Y,No,,,,,,,,,,,19647336015978,0622710,02841,Active,Los Angeles,Los Angeles Unified,Beachy Avenue Elementary,9757 Beachy Avenue,9757 Beachy Ave.,Arleta,91331-5306,CA,9757 Beachy Avenue,9757 Beachy Ave.,Arleta,91331-5306,CA,(818) 899-0241,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,34.247749,-118.43798,Stephen,Bluestein,steve.bluestein@lausd.net,,,,,,,6/18/2015,6015978
6015986,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,BECKFORD CHARTER FOR ENRICHED STUDIES,91,89,98,1,1,0,0,1,1,1,1,0,0,0,0,90,99,90,99,90,99,89,98,90,99,Y,Yes,,,,,,,,,,,19647336015986,0622710,02842,Active,Los Angeles,Los Angeles Unified,Beckford Charter for Enriched Studies,19130 Tulsa Street,19130 Tulsa St.,Northridge,91326-2645,CA,19130 Tulsa Street,19130 Tulsa St.,Northridge,91326-2645,CA,(818) 360-1924,,,7/1/1980,,Y,1344,Locally funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,34.268005,-118.54978,Shelly,Brower,shelly.brower@lausd.net,,,,,,,3/3/2016,6015986
6015994,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BEETHOVEN STREET ELEMENTARY,80,69,86,9,11,1,1,1,1,1,1,0,0,0,0,74,93,73,91,77,96,76,95,77,96,Y,Yes,,,,,,,,,,,19647336015994,0622710,02843,Active,Los Angeles,Los Angeles Unified,Beethoven Street Elementary,3711 Beethoven Street,3711 Beethoven St.,Los Angeles,90066-3517,CA,3711 Beethoven Street,3711 Beethoven St.,Los Angeles,90066-3517,CA,(310) 398-6286,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,34.002296,-118.44320,Cara,Fields,caf9202@lausd.net,,,,,,,3/3/2016,6015994
0106914,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,BELLINGHAM ELEMENTARY,113,106,94,7,6,0,0,0,0,0,0,0,0,0,0,112,99,110,97,111,98,113,100,112,99,Y,No,,,,,,,,,,,19647330106914,0622710,10854,Active,Los Angeles,Los Angeles Unified,Bellingham Elementary,6728 Bellingham Avenue,6728 Bellingham Ave.,North Hollywood,91606-1408,CA,6728 Bellingham Avenue,6728 Bellingham Ave.,North Hollywood,91606-1408,CA,(818) 759-0119,,,7/1/2004,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,34.192773,-118.39863,Andrea,Giacusa,aeg6526@lausd.net,,,,,,,3/3/2016,0106914
6016018,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BELVEDERE ELEMENTARY,131,130,99,1,1,0,0,0,0,0,0,0,0,0,0,130,99,131,100,131,100,131,100,131,100,Y,No,,,,,,,,,,,19647336016018,0622710,02848,Active,Los Angeles,Los Angeles Unified,Belvedere Elementary,3724 East First Street,3724 East First St.,Los Angeles,90063-2390,CA,3724 East First Street,3724 East First St.,Los Angeles,90063-2390,CA,(323) 269-0345,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,34.035969,-118.18639,Beatriz,Bogan,beatriz.bogan@lausd.net,,,,,,,3/3/2016,6016018
6069157,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,BERENECE CARLSON HOME HOSPITAL,15,14,93,1,7,0,0,0,0,0,0,0,0,0,0,14,93,15,100,14,93,15,100,15,100,Y,No,,,,,,,,,,,19647336069157,0622710,07753,Active,Los Angeles,Los Angeles Unified,Berenece Carlson Home Hospital,10952 Whipple Street,10952 Whipple St.,North Hollywood,91602-3235,CA,10952 Whipple Street,10952 Whipple St.,North Hollywood,91602-3235,CA,(818) 509-8759,,,7/1/1980,,N,,,54,Unified School District,09,Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,34.148005,-118.36884,Joe,Salvemini,jsalvemi@lausd.net,,,,,,,3/3/2016,6069157
6016026,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,RESEDA,BERTRAND AVENUE ELEMENTARY,78,76,97,2,3,0,0,0,0,0,0,0,0,0,0,76,97,77,99,78,100,77,99,78,100,Y,No,,,,,,,,,,,19647336016026,0622710,02855,Active,Los Angeles,Los Angeles Unified,Bertrand Avenue Elementary,7021 Bertrand Avenue,7021 Bertrand Ave.,Reseda,91335-4711,CA,7021 Bertrand Avenue,7021 Bertrand Ave.,Reseda,91335-4711,CA,(818) 342-1103,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,34.197903,-118.52442,Esta,Herman,eherma01@lausd.net,,,,,,,3/3/2016,6016026
6016638,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BETTY PLASENCIA ELEMENTARY,173,167,97,6,3,0,0,0,0,0,0,0,0,0,0,171,99,172,99,170,98,173,100,173,100,Y,No,,,,,,,,,,,19647336016638,0622710,02939,Active,Los Angeles,Los Angeles Unified,Betty Plasencia Elementary,1321 Cortez Street,1321 Cortez St.,Los Angeles,90026-5622,CA,1321 Cortez Street,1321 Cortez St.,Los Angeles,90026-5622,CA,(213) 250-7450,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-5,N,34.066346,-118.25663,Ana,Escobedo,aescob4@lausd.net,,,,,,,3/3/2016,6016638
6019491,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BIRDIELEE V. BRIGHT ELEMENTARY,127,105,83,22,17,0,0,0,0,0,0,0,0,0,0,114,90,117,92,110,87,122,96,125,98,Y,No,,,,,,,,,,,19647336019491,0622710,03396,Active,Los Angeles,Los Angeles Unified,Birdielee V. Bright Elementary,1771 West 36th Street,1771 West 36th St.,Los Angeles,90018-3812,CA,1771 West 36th Street,1771 West 36th St.,Los Angeles,90018-3812,CA,(323) 733-1178,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,34.022876,-118.31101,Madeleline,Gygli,mvg2139@lausd.net,,,,,,,3/3/2016,6019491
6016034,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,RESEDA,BLYTHE STREET ELEMENTARY,103,87,84,16,16,0,0,0,0,0,0,0,0,0,0,90,87,97,94,96,93,101,98,103,100,Y,No,,,,,,,,,,,19647336016034,0622710,02858,Active,Los Angeles,Los Angeles Unified,Blythe Street Elementary,18730 Blythe Street,18730 Blythe St.,Reseda,91335-1801,CA,18730 Blythe Street,18730 Blythe St.,Reseda,91335-1801,CA,(818) 345-4066,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,34.214657,-118.54111,Randy,Haege,rhaeg1@lausd.net,,,,,,,3/3/2016,6016034
6016042,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,BONITA STREET ELEMENTARY,90,30,33,60,67,0,0,0,0,0,0,0,0,0,0,40,44,46,51,42,47,73,81,75,83,Y,No,,,,,,,,,,,19647336016042,0622710,02859,Active,Los Angeles,Los Angeles Unified,Bonita Street Elementary,21929 Bonita Street,21929 Bonita St.,Carson,90745-3406,CA,21929 Bonita Street,21929 Bonita St.,Carson,90745-3406,CA,(310) 834-8588,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,33.828488,-118.25937,Rene,Chavez,rchave5@lausd.net,,,,,,,3/3/2016,6016042
6016059,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CULVER CITY,BRADDOCK DRIVE ELEMENTARY,47,47,100,0,0,0,0,0,0,0,0,0,0,0,0,47,100,47,100,47,100,47,100,47,100,Y,No,,,,,,,,,,,19647336016059,0622710,02860,Active,Los Angeles,Los Angeles Unified,Braddock Drive Elementary,4711 Inglewood Boulevard,4711 Inglewood Blvd.,Culver City,90230-5823,CA,4711 Inglewood Boulevard,4711 Inglewood Blvd.,Culver City,90230-5823,CA,(310) 391-6707,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,33.993103,-118.41523,Eva,Lopez,eal9260@lausd.net,,,,,,,3/3/2016,6016059
6016067,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LAKE VIEW TERRACE,BRAINARD ELEMENTARY,38,28,74,10,26,0,0,0,0,0,0,0,0,0,0,31,82,30,79,30,79,36,95,36,95,Y,No,,,,,,,,,,,19647336016067,0622710,02861,Active,Los Angeles,Los Angeles Unified,Brainard Elementary,11407 Brainard Avenue,11407 Brainard Ave.,Lake View Terrace,91342-6805,CA,11407 Brainard Avenue,11407 Brainard Ave.,Lake View Terrace,91342-6805,CA,(818) 899-5241,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,34.277295,-118.36357,Jacqueline,Kampschroer Shehab,jks4864@lausd.net,,,,,,,7/13/2015,6016067
6016075,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BREED STREET ELEMENTARY,73,72,99,1,1,0,0,0,0,0,0,0,0,0,0,72,99,72,99,72,99,73,100,73,100,Y,No,,,,,,,,,,,19647336016075,0622710,02862,Active,Los Angeles,Los Angeles Unified,Breed Street Elementary,2226 East Third Street,2226 East Third St.,Los Angeles,90033-3906,CA,2226 East Third Street,2226 East Third St.,Los Angeles,90033-3906,CA,(323) 269-4343,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,34.042450,-118.21345,Patricia,Romero,pjr6702@lausd.net,,,,,,,6/18/2015,6016075
6016083,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BRENTWOOD SCIENCE,21,18,86,1,5,0,0,2,10,2,10,0,0,0,0,19,90,19,90,18,86,19,90,19,90,Y,Yes,,,,,,,,,,,19647336016083,0622710,02863,Active,Los Angeles,Los Angeles Unified,Brentwood Science,740 Gretna Green Way,740 Gretna Green Way,Los Angeles,90049-4927,CA,740 Gretna Green Way,740 Gretna Green Way,Los Angeles,90049-4927,CA,(310) 826-5631,,,7/1/1980,,N,,,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEM,Elementary,K-5,K-5,N,34.050684,-118.47507,Jean,Pennicooke,jean.pennicooke@lausd.net,,,,,,,3/3/2016,6016083
6016091,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BRIDGE STREET ELEMENTARY,38,36,95,2,5,0,0,0,0,0,0,0,0,0,0,36,95,36,95,36,95,36,95,37,97,Y,No,,,,,,,,,,,19647336016091,0622710,02864,Active,Los Angeles,Los Angeles Unified,Bridge Street Elementary,605 North Boyle Avenue,605 North Boyle Ave.,Los Angeles,90033-1603,CA,605 North Boyle Avenue,605 North Boyle Ave.,Los Angeles,90033-1603,CA,(323) 222-0165,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,34.052452,-118.21679,Roberto,Salazar,rsalaz1@lausd.net,,,,,,,6/18/2015,6016091
6016109,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,WILMINGTON,BROAD AVENUE ELEMENTARY,123,122,99,0,0,0,0,1,1,1,1,0,0,0,0,122,99,122,99,122,99,122,99,122,99,Y,Yes,,,,,,,,,,,19647336016109,0622710,02865,Active,Los Angeles,Los Angeles Unified,Broad Avenue Elementary,24815 Broad Avenue,24815 Broad Ave.,Wilmington,90744-1036,CA,24815 Broad Avenue,24815 Broad Ave.,Wilmington,90744-1036,CA,(310) 835-3118,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,33.800924,-118.26231,Sandra,Winchell,sandra.winchell@lausd.net,,,,,,,3/3/2016,6016109
6016117,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,BROADACRES AVENUE ELEMENTARY,59,58,98,1,2,0,0,0,0,0,0,0,0,0,0,58,98,58,98,58,98,58,98,59,100,Y,No,,,,,,,,,,,19647336016117,0622710,02866,Active,Los Angeles,Los Angeles Unified,Broadacres Avenue Elementary,19424 South Broadacres Avenue,19424 South Broadacres Ave.,Carson,90746-2710,CA,19424 South Broadacres Avenue,19424 South Broadacres Ave.,Carson,90746-2710,CA,(310) 537-1980,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,33.854533,-118.24023,Patricia,Scates,patricia.scates@lausd.net,,,,,,,3/3/2016,6016117
6016125,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,VENICE,BROADWAY ELEMENTARY,139,119,86,12,9,2,1,6,4,6,4,0,0,0,0,126,91,125,90,122,88,125,90,128,92,Y,Yes,,,,,,,,,,,19647336016125,0622710,02867,Active,Los Angeles,Los Angeles Unified,Broadway Elementary,1015 Lincoln Boulevard,1015 Lincoln Blvd.,Venice,90291-3506,CA,1015 Lincoln Boulevard,1015 Lincoln Blvd.,Venice,90291-3506,CA,(310) 392-4944,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-5,N,33.998189,-118.46147,Susan,Wang,swang1@lausd.net,,,,,,,5/10/2016,6016125
6016133,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BROCKTON AVENUE ELEMENTARY,49,40,82,9,18,0,0,0,0,0,0,0,0,0,0,48,98,49,100,45,92,46,94,47,96,Y,No,,,,,,,,,,,19647336016133,0622710,02868,Active,Los Angeles,Los Angeles Unified,Brockton Avenue Elementary,1309 Armacost Avenue,1309 Armacost Ave.,Los Angeles,90025-1459,CA,1309 Armacost Avenue,1309 Armacost Ave.,Los Angeles,90025-1459,CA,(310) 479-6090,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,34.044771,-118.46277,Kim,Lattimore,klattimo@lausd.net,,,,,,,3/3/2016,6016133
6016141,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BROOKLYN AVENUE ELEMENTARY,81,80,99,0,0,0,0,1,1,1,1,0,0,0,0,80,99,80,99,80,99,80,99,80,99,Y,Yes,,,,,,,,,,,19647336016141,0622710,02869,Active,Los Angeles,Los Angeles Unified,Brooklyn Avenue Elementary,4620 Cesar Chavez Avenue,4620 Cesar Chavez Ave.,Los Angeles,90022-1148,CA,4620 Cesar Chavez Avenue,4620 Cesar Chavez Ave.,Los Angeles,90022-1148,CA,(323) 269-8161,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,34.040573,-118.16653,Nora,Gonzalez,ngonzale@lausd.net,,,,,,,3/3/2016,6016141
6016158,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,BRYSON AVENUE ELEMENTARY,148,106,72,41,28,0,0,1,1,0,0,1,1,0,0,119,80,118,80,113,76,137,93,140,95,Y,Yes,,,,,,,,,,,19647336016158,0622710,02870,Active,Los Angeles,Los Angeles Unified,Bryson Avenue Elementary,4470 Missouri Avenue,4470 Missouri Ave.,South Gate,90280-5057,CA,4470 Missouri Avenue,4470 Missouri Ave.,South Gate,90280-5057,CA,(323) 569-7141,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,33.944974,-118.19274,April,Diedrich,alm3854@lausd.net,,,,,,,3/3/2016,6016158
6016166,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BUCHANAN STREET ELEMENTARY,77,24,31,53,69,0,0,0,0,0,0,0,0,0,0,27,35,26,34,27,35,30,39,35,45,Y,No,,,,,,,,,,,19647336016166,0622710,02871,Active,Los Angeles,Los Angeles Unified,Buchanan Street Elementary,5024 Buchanan Street,5024 Buchanan St.,Los Angeles,90042-2340,CA,5024 Buchanan Street,5024 Buchanan St.,Los Angeles,90042-2340,CA,(323) 255-7118,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,34.119547,-118.20683,Forrest,Baird,fbaird@lausd.net,,,,,,,3/3/2016,6016166
6016174,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BUDLONG AVENUE ELEMENTARY,150,139,93,8,5,0,0,0,0,0,0,0,0,3,2,141,94,144,96,140,93,144,96,147,98,Y,No,,,,,,,,,,,19647336016174,0622710,02872,Active,Los Angeles,Los Angeles Unified,Budlong Avenue Elementary,5940 South Budlong Avenue,5940 South Budlong Ave.,Los Angeles,90044-2815,CA,5940 South Budlong Avenue,5940 South Budlong Ave.,Los Angeles,90044-2815,CA,(323) 750-6955,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,33.986854,-118.29577,Cheri,Hodo,cmcdon2@lausd.net,,,,,,,6/18/2015,6016174
